customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C4248,Male,0,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),31.28,788.25,No
C4249,Male,0,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.93,1243.22,No
C4250,Male,0,No,No,29,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,101.25,2871.52,Yes
C4251,Male,1,Yes,Yes,52,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,93.46,4884.38,Yes
C4252,Female,0,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.7,1725.95,Yes
C4253,Male,1,Yes,Yes,27,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),67.24,1877.35,No
C4254,Female,0,No,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,28.1,1118.05,No
C4255,Female,0,Yes,No,22,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,98.05,2093.94,No
C4256,Female,0,Yes,No,3,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),87.98,348.47,No
C4257,Female,0,No,Yes,4,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),65.37,331.84,No
C4258,Female,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,87.37,136.43,No
C4259,Male,1,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,31.9,1758.8,No
C4260,Male,0,No,No,22,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Mailed check,67.81,1478.32,No
C4261,Male,0,Yes,No,31,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),98.51,3018.43,No
C4262,Female,0,Yes,No,8,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,92.36,680.15,Yes
C4263,Male,0,Yes,Yes,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),91.18,1008.47,No
C4264,Male,0,No,No,0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,76.73,0.0,Yes
C4265,Male,0,Yes,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,28.77,1090.04,No
C4266,Male,1,No,No,38,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,62.57,2351.85,Yes
C4267,Male,0,Yes,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.39,2538.51,Yes
C4268,Female,0,No,No,1,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.96,121.18,Yes
C4269,Male,0,Yes,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),72.79,190.99,No
C4270,Female,0,Yes,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,84.99,676.72,Yes
C4271,Female,1,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),32.92,170.84,Yes
C4272,Female,0,Yes,No,36,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,45.88,1651.77,No
C4273,Female,1,No,No,4,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),58.17,271.88,Yes
C4274,Female,0,No,No,15,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),83.0,1241.75,No
C4275,Male,0,No,Yes,16,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),94.7,1478.03,Yes
C4276,Male,1,No,No,11,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,63.37,700.16,Yes
C4277,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,33.54,146.84,No
C4278,Female,0,No,Yes,64,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),58.78,3750.23,No
C4279,Male,0,Yes,No,10,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),87.86,848.24,No
C4280,Male,0,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,22.36,595.28,No
C4281,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,32.55,205.02,Yes
C4282,Female,0,No,Yes,34,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,87.58,2951.0,No
C4283,Female,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),75.52,290.12,Yes
C4284,Female,0,Yes,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),32.54,724.24,No
C4285,Male,1,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),39.19,583.99,No
C4286,Female,0,Yes,No,3,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,97.76,307.04,Yes
C4287,Female,0,No,No,0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,74.91,24.44,No
C4288,Male,1,No,No,53,No,No phone service,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),62.33,3343.0,No
C4289,Male,0,Yes,Yes,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),75.99,142.43,No
C4290,Female,0,No,No,24,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,88.31,2143.31,Yes
C4291,Male,0,Yes,No,21,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,93.76,1977.71,Yes
C4292,Female,0,No,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.0,263.92,Yes
C4293,Female,0,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),79.94,370.5,No
C4294,Male,0,Yes,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),84.62,244.93,Yes
C4295,Male,0,No,No,17,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),69.37,1138.05,No
C4296,Female,0,Yes,Yes,15,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),78.92,1210.48,No
C4297,Female,0,Yes,No,41,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,77.47,3205.73,No
C4298,Female,0,Yes,No,20,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),84.87,1693.06,Yes
C4299,Male,0,Yes,Yes,34,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,55.62,1862.21,No
C4300,Female,1,Yes,Yes,0,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,52.27,0.0,Yes
C4301,Female,0,Yes,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),34.24,719.38,No
C4302,Female,0,No,No,5,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,70.33,355.29,Yes
C4303,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),33.45,119.86,Yes
C4304,Female,1,Yes,No,25,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),74.56,1988.91,No
C4305,Male,1,No,Yes,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),36.48,1117.61,Yes
C4306,Female,0,Yes,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),88.66,731.38,No
C4307,Female,0,No,No,31,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,57.69,1811.88,Yes
C4308,Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.25,269.0,No
C4309,Female,0,Yes,No,38,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),55.83,2181.58,No
C4310,Male,0,No,Yes,0,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,86.7,33.47,Yes
C4311,Male,0,Yes,No,1,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,82.37,133.87,No
C4312,Male,0,No,No,29,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,No,Mailed check,73.64,2087.14,Yes
C4313,Female,0,Yes,No,19,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),68.94,1444.13,No
C4314,Female,0,Yes,No,16,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),71.61,1147.95,No
C4315,Male,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),34.89,662.55,No
C4316,Male,1,No,Yes,53,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,94.38,5012.16,No
C4317,Male,0,Yes,No,21,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),59.51,1240.38,No
C4318,Female,0,Yes,No,20,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),65.68,1367.58,No
C4319,Female,0,Yes,No,28,No,No phone service,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,51.02,1431.76,No
C4320,Male,0,No,Yes,40,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),83.71,3309.46,Yes
C4321,Male,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),88.51,416.35,No
C4322,Male,0,Yes,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.68,537.61,No
C4323,Female,0,No,Yes,17,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),73.69,1268.28,No
C4324,Female,1,Yes,Yes,2,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,94.16,190.46,Yes
C4325,Female,0,Yes,No,14,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,73.86,1034.28,No
C4326,Male,1,Yes,No,1,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),70.4,81.58,Yes
C4327,Male,0,No,No,4,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,67.14,272.05,No
C4328,Female,1,Yes,No,48,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,55.94,2773.75,Yes
C4329,Male,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,31.51,13.88,Yes
C4330,Female,0,No,Yes,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),96.86,1673.63,No
C4331,Male,0,Yes,No,7,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,58.5,552.16,Yes
C4332,Male,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.92,479.52,No
C4333,Male,0,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.01,157.27,No
C4334,Male,0,No,No,11,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,99.42,1184.09,Yes
C4335,Female,0,No,Yes,40,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),87.01,3534.9,No
C4336,Male,0,Yes,Yes,9,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,77.94,705.56,Yes
C4337,Female,0,Yes,No,8,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),71.66,510.73,No
C4338,Female,1,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,32.74,347.78,Yes
C4339,Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,77.5,197.44,Yes
C4340,Male,0,No,Yes,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),106.19,976.84,Yes
C4341,Female,0,Yes,No,0,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,67.29,0.0,No
C4342,Female,0,Yes,No,13,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,101.27,1365.99,No
C4343,Female,0,No,No,37,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,77.06,2854.66,Yes
C4344,Male,0,Yes,Yes,16,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,74.24,1137.18,Yes
C4345,Male,0,No,No,18,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,72.72,1259.02,Yes
C4346,Female,0,Yes,No,0,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),92.37,15.89,Yes
C4347,Male,1,No,No,39,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.35,4086.73,Yes
C4348,Female,0,Yes,Yes,9,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),79.58,664.1,Yes
C4349,Female,0,No,No,72,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),74.9,5394.74,Yes
C4350,Male,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),32.21,65.11,No
C4351,Female,0,No,Yes,57,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),68.17,3960.15,No
C4352,Male,0,Yes,Yes,20,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,55.31,1059.35,No
C4353,Male,0,No,No,1,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Electronic check,89.79,87.06,No
C4354,Female,1,Yes,No,71,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,60.38,4254.25,No
C4355,Male,0,Yes,No,0,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.82,0.0,Yes
C4356,Male,0,No,No,26,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),93.27,2422.7,Yes
C4357,Female,0,No,No,44,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,71.16,3217.41,Yes
C4358,Female,0,No,Yes,3,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),68.45,237.67,No
C4359,Male,0,Yes,No,8,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,61.99,410.77,Yes
C4360,Male,0,Yes,No,16,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),82.65,1309.39,No
C4361,Female,0,No,No,22,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Electronic check,84.14,1837.98,Yes
C4362,Male,0,Yes,Yes,41,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),86.7,3629.83,No
C4363,Male,0,Yes,Yes,28,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),80.78,2241.88,No
C4364,Male,0,Yes,No,9,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,66.75,575.31,Yes
C4365,Male,0,Yes,Yes,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,38.12,1256.04,No
C4366,Male,0,No,Yes,67,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,97.74,6603.64,No
C4367,Male,1,No,Yes,5,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),93.83,445.33,Yes
C4368,Male,0,No,Yes,1,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),76.4,135.75,No
C4369,Female,0,Yes,No,11,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Electronic check,74.53,872.19,No
C4370,Female,0,No,No,42,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.25,738.5,No
C4371,Female,0,No,Yes,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,109.54,279.68,Yes
C4372,Female,0,No,No,43,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,95.36,4054.26,Yes
C4373,Female,0,No,No,72,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,66.15,4781.75,No
C4374,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,105.35,152.3,Yes
C4375,Male,1,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,31.39,446.36,Yes
C4376,Male,1,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,35.43,242.8,Yes
C4377,Male,0,Yes,Yes,10,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,81.59,732.15,No
C4378,Female,0,No,No,12,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,90.5,1047.83,Yes
C4379,Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,26.76,709.38,No
C4380,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),35.12,529.07,No
C4381,Female,0,No,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),39.47,2512.07,Yes
C4382,Male,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),28.37,260.15,Yes
C4383,Male,0,Yes,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),84.22,1257.66,No
C4384,Female,0,No,No,33,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),100.59,3316.0,No
C4385,Male,0,Yes,No,9,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,91.2,878.24,No
C4386,Male,0,Yes,Yes,12,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),91.08,1022.7,No
C4387,Male,0,Yes,Yes,23,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),92.85,2146.2,No
C4388,Male,0,Yes,No,39,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55.48,2191.58,No
C4389,Male,0,No,Yes,10,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,81.44,758.38,Yes
C4390,Female,0,Yes,No,15,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),69.07,1081.73,No
C4391,Female,0,No,No,72,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,85.89,6167.7,No
C4392,Female,0,Yes,No,0,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,56.46,21.11,Yes
C4393,Female,0,Yes,No,11,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),82.7,929.62,No
C4394,Female,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),32.97,708.33,Yes
C4395,Female,0,No,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,31.7,0.0,Yes
C4396,Male,0,Yes,No,18,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,79.28,1488.87,Yes
C4397,Female,0,No,No,1,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Mailed check,72.69,9.21,No
C4398,Female,0,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),35.36,1394.03,No
C4399,Male,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),34.91,1090.89,No
C4400,Male,0,No,No,0,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,88.94,29.09,No
C4401,Female,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),78.72,67.76,Yes
C4402,Male,0,Yes,No,28,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,87.83,2485.05,No
C4403,Female,0,No,No,9,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),69.93,677.15,No
C4404,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),29.47,519.37,No
C4405,Female,0,No,Yes,6,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),79.0,449.16,No
C4406,Male,0,Yes,No,3,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,88.49,290.41,Yes
C4407,Male,0,No,No,7,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,75.43,546.18,No
C4408,Female,0,No,No,5,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,82.32,402.51,No
C4409,Female,0,No,Yes,11,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,84.87,820.5,Yes
C4410,Female,0,Yes,No,27,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Electronic check,91.45,2483.92,Yes
C4411,Female,0,No,No,16,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,49.96,761.5,Yes
C4412,Female,1,No,No,18,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),54.33,994.51,No
C4413,Male,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),37.0,519.4,No
C4414,Female,0,Yes,Yes,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,89.71,714.37,Yes
C4415,Female,0,Yes,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.29,232.53,No
C4416,Male,0,Yes,No,8,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,81.68,713.15,No
C4417,Male,1,Yes,No,21,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),67.49,1443.28,Yes
C4418,Female,1,No,No,26,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Mailed check,80.55,2143.26,No
C4419,Male,0,Yes,Yes,12,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.79,978.81,No
C4420,Male,0,No,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,34.41,710.64,No
C4421,Female,0,No,No,4,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),72.9,270.87,Yes
C4422,Male,0,Yes,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.87,1204.62,No
C4423,Male,0,Yes,No,40,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,73.35,2991.87,No
C4424,Female,1,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,99.04,641.13,Yes
C4425,Female,1,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),77.97,1124.74,No
C4426,Male,1,No,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.19,518.99,Yes
C4427,Male,0,Yes,No,12,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),67.72,862.57,No
C4428,Female,0,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),25.64,1212.82,Yes
C4429,Male,0,Yes,No,26,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),64.32,1677.66,No
C4430,Male,0,No,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),35.24,715.19,No
