tenure,MonthlyCharges,TotalCharges,SeniorCitizen,Partner,Dependents,PhoneService,PaperlessBilling,customerID,Churn,Cluster
14,91.55,1294.86,0,,,,,C3314,1,0
33,96.38,3105.26,0,,,,,C3315,0,3
16,88.91,1422.65,0,,,,,C3316,1,0
13,26.23,342.0,0,,,,,C3317,0,1
15,100.57,1566.03,0,,,,,C3318,1,0
13,53.73,659.05,0,,,,,C3319,1,1
10,63.03,641.57,0,,,,,C3320,1,0
25,92.06,2251.46,0,,,,,C3321,0,0
5,91.72,497.35,0,,,,,C3322,1,0
19,89.69,1742.41,0,,,,,C3323,0,0
24,61.64,1505.11,0,,,,,C3324,1,0
44,67.58,2974.76,0,,,,,C3325,0,3
8,108.66,852.81,0,,,,,C3326,1,0
39,75.6,3055.52,0,,,,,C3327,0,3
58,50.91,3018.85,0,,,,,C3328,0,3
20,30.41,622.49,1,,,,,C3329,0,2
29,93.54,2677.81,0,,,,,C3330,0,3
10,79.57,803.1,0,,,,,C3331,0,0
60,78.59,4760.78,0,,,,,C3332,0,3
22,76.42,1721.15,0,,,,,C3333,0,0
7,69.53,473.56,0,,,,,C3334,0,0
10,35.54,326.14,0,,,,,C3335,1,1
19,65.53,1236.37,0,,,,,C3336,0,0
5,68.59,303.88,1,,,,,C3337,1,2
28,84.51,2302.73,0,,,,,C3338,0,0
5,65.6,335.65,0,,,,,C3339,0,0
17,25.56,504.5,0,,,,,C3340,1,1
23,61.65,1444.56,1,,,,,C3341,1,2
39,73.83,2942.85,0,,,,,C3342,0,3
26,95.69,2542.32,0,,,,,C3343,0,0
32,43.59,1381.91,0,,,,,C3344,1,1
48,60.52,2887.18,0,,,,,C3345,1,3
18,91.18,1625.22,0,,,,,C3346,0,0
37,78.04,2891.87,0,,,,,C3347,0,3
5,80.38,492.33,0,,,,,C3348,0,0
33,70.78,2413.42,0,,,,,C3349,0,3
5,68.53,372.47,0,,,,,C3350,0,0
54,70.72,3807.29,0,,,,,C3351,0,3
8,67.8,616.64,0,,,,,C3352,1,0
3,33.2,108.06,0,,,,,C3353,0,1
3,33.6,108.59,0,,,,,C3354,0,1
4,95.14,331.55,0,,,,,C3355,0,0
11,31.76,325.48,0,,,,,C3356,0,1
14,101.82,1355.78,0,,,,,C3357,1,0
49,90.42,4421.72,0,,,,,C3358,0,3
9,81.66,762.37,0,,,,,C3359,0,0
4,30.07,60.66,0,,,,,C3360,0,1
27,78.87,2152.36,0,,,,,C3361,0,0
2,43.49,53.49,0,,,,,C3362,0,1
44,33.0,1450.57,1,,,,,C3363,0,2
10,33.06,405.71,0,,,,,C3364,1,1
19,63.23,1215.17,1,,,,,C3365,0,2
4,86.54,273.81,0,,,,,C3366,0,0
3,55.36,155.34,1,,,,,C3367,1,2
32,64.82,1999.51,0,,,,,C3368,1,0
11,60.99,691.01,0,,,,,C3369,0,0
72,81.95,5921.06,0,,,,,C3370,0,3
14,86.18,1232.58,0,,,,,C3371,0,0
37,62.02,2208.66,0,,,,,C3372,0,3
72,76.86,5619.77,0,,,,,C3373,0,3
6,75.49,475.83,0,,,,,C3374,1,0
32,57.94,1898.62,0,,,,,C3375,0,1
0,52.4,59.15,0,,,,,C3376,1,1
22,26.13,630.68,0,,,,,C3377,0,1
27,91.73,2487.62,0,,,,,C3378,0,0
12,55.11,612.32,0,,,,,C3379,0,1
3,79.33,179.62,0,,,,,C3380,1,0
19,54.35,948.45,1,,,,,C3381,0,2
45,89.0,4009.95,0,,,,,C3382,0,3
53,30.27,1604.68,0,,,,,C3383,1,1
27,68.99,1850.26,0,,,,,C3384,0,0
6,35.63,223.82,0,,,,,C3385,0,1
40,78.88,3133.79,0,,,,,C3386,0,3
43,37.94,1603.95,0,,,,,C3387,1,1
9,30.81,277.31,0,,,,,C3388,0,1
4,28.69,120.4,1,,,,,C3389,1,2
41,78.27,3245.11,0,,,,,C3390,0,3
43,64.61,2815.8,0,,,,,C3391,0,3
2,86.64,182.08,1,,,,,C3392,1,2
68,81.61,5535.63,0,,,,,C3393,0,3
15,94.58,1333.67,0,,,,,C3394,1,0
72,56.55,4075.25,0,,,,,C3395,0,3
11,89.13,991.62,0,,,,,C3396,1,0
15,84.7,1289.63,0,,,,,C3397,0,0
6,99.26,646.33,0,,,,,C3398,1,0
45,79.95,3553.74,0,,,,,C3399,0,3
11,28.68,333.98,1,,,,,C3400,1,2
33,99.44,3187.54,0,,,,,C3401,1,3
1,27.22,3.76,1,,,,,C3402,0,2
31,33.03,1101.07,1,,,,,C3403,0,2
13,78.78,1003.85,0,,,,,C3404,0,0
0,54.99,18.6,0,,,,,C3405,0,1
5,60.4,277.35,0,,,,,C3406,1,0
4,31.31,126.22,0,,,,,C3407,0,1
27,77.93,2093.71,0,,,,,C3408,1,0
12,85.39,963.79,1,,,,,C3409,1,2
3,52.06,181.19,0,,,,,C3410,1,1
5,81.43,348.62,0,,,,,C3411,1,0
14,46.58,651.83,0,,,,,C3412,0,1
0,66.02,74.17,0,,,,,C3413,0,0
11,79.04,867.57,0,,,,,C3414,0,0
22,85.84,1883.81,0,,,,,C3415,0,0
14,23.64,251.14,0,,,,,C3416,0,1
18,96.56,1805.04,0,,,,,C3417,1,0
7,34.83,253.09,0,,,,,C3418,1,1
4,50.74,312.9,0,,,,,C3419,0,1
33,83.54,2675.57,0,,,,,C3420,1,3
47,51.2,2399.44,0,,,,,C3421,0,3
14,39.13,552.08,0,,,,,C3422,1,1
7,79.69,588.26,0,,,,,C3423,0,0
14,34.29,450.36,0,,,,,C3424,0,1
42,33.81,1357.67,1,,,,,C3425,1,2
23,87.4,2021.3,0,,,,,C3426,1,0
39,90.39,3510.44,0,,,,,C3427,1,3
7,88.72,689.77,1,,,,,C3428,1,2
24,82.04,1992.14,0,,,,,C3429,1,0
21,86.29,1818.51,0,,,,,C3430,0,0
16,53.97,866.1,1,,,,,C3431,1,2
15,36.05,582.3,0,,,,,C3432,0,1
16,64.79,1094.85,0,,,,,C3433,0,0
37,83.17,3042.37,1,,,,,C3434,1,2
49,55.28,2717.56,0,,,,,C3435,0,3
2,36.59,26.25,0,,,,,C3436,0,1
16,79.99,1319.3,0,,,,,C3437,1,0
50,91.31,4568.36,0,,,,,C3438,1,3
2,67.22,134.13,0,,,,,C3439,0,0
10,19.0,189.05,0,,,,,C3440,0,1
1,59.24,0.0,1,,,,,C3441,1,2
2,95.22,131.58,1,,,,,C3442,1,2
46,31.01,1425.19,1,,,,,C3443,0,2
11,66.59,798.86,0,,,,,C3444,1,0
23,77.69,1829.33,0,,,,,C3445,1,0
2,58.16,115.34,1,,,,,C3446,1,2
0,84.36,0.0,1,,,,,C3447,1,2
44,95.08,4133.65,0,,,,,C3448,0,3
17,18.25,309.48,0,,,,,C3449,1,1
0,52.6,49.24,0,,,,,C3450,0,1
72,70.33,5133.93,0,,,,,C3451,0,3
13,18.25,204.94,0,,,,,C3452,0,1
12,43.13,506.68,1,,,,,C3453,0,2
19,69.18,1224.23,0,,,,,C3454,0,0
0,59.09,0.0,0,,,,,C3455,1,0
16,95.41,1438.35,0,,,,,C3456,1,0
19,92.13,1736.21,0,,,,,C3457,0,0
7,48.45,350.03,0,,,,,C3458,1,1
25,33.81,902.56,0,,,,,C3459,0,1
9,85.15,817.98,0,,,,,C3460,1,0
25,56.82,1423.39,0,,,,,C3461,0,1
3,93.37,250.37,0,,,,,C3462,1,0
48,95.92,4580.32,0,,,,,C3463,0,3
42,84.01,3507.84,0,,,,,C3464,0,3
3,84.0,239.09,1,,,,,C3465,1,2
55,76.79,4228.84,0,,,,,C3466,1,3
16,86.18,1396.43,0,,,,,C3467,1,0
24,37.74,916.61,0,,,,,C3468,0,1
36,73.88,2629.98,1,,,,,C3469,0,2
1,76.69,159.33,0,,,,,C3470,0,0
3,31.98,42.82,0,,,,,C3471,0,1
6,63.36,265.83,0,,,,,C3472,1,0
12,83.81,1107.73,0,,,,,C3473,0,0
8,32.81,323.5,1,,,,,C3474,0,2
14,69.88,1109.94,0,,,,,C3475,0,0
4,19.48,149.7,0,,,,,C3476,1,1
22,81.37,1901.72,0,,,,,C3477,0,0
1,82.05,60.99,0,,,,,C3478,1,0
8,33.27,234.13,0,,,,,C3479,0,1
3,71.82,190.52,0,,,,,C3480,0,0
26,32.73,811.42,0,,,,,C3481,0,1
43,64.88,2757.04,0,,,,,C3482,0,3
1,36.8,0.0,0,,,,,C3483,1,1
30,37.19,1099.74,0,,,,,C3484,0,1
45,80.79,3769.52,0,,,,,C3485,0,3
72,82.25,5851.91,0,,,,,C3486,0,3
17,76.89,1370.74,0,,,,,C3487,0,0
7,24.2,163.04,0,,,,,C3488,0,1
7,68.51,450.38,0,,,,,C3489,0,0
9,18.25,145.44,0,,,,,C3490,1,1
18,70.52,1171.54,0,,,,,C3491,0,0
13,97.43,1341.33,0,,,,,C3492,0,0
21,68.91,1426.73,0,,,,,C3493,0,0
0,57.18,0.0,0,,,,,C3494,0,0
2,79.95,171.98,0,,,,,C3495,1,0
72,86.82,6292.48,1,,,,,C3496,1,3
72,50.42,3631.01,0,,,,,C3497,0,3
27,91.53,2497.19,1,,,,,C3498,1,2
5,26.0,62.49,0,,,,,C3499,0,1
61,76.28,4639.17,0,,,,,C3500,0,3
4,64.11,189.95,0,,,,,C3501,0,0
26,23.17,602.81,1,,,,,C3502,0,2
2,86.07,177.32,0,,,,,C3503,1,0
20,65.02,1271.1,0,,,,,C3504,0,0
28,21.81,699.6,0,,,,,C3505,0,1
39,51.37,1987.65,0,,,,,C3506,0,1
26,70.89,1866.86,0,,,,,C3507,0,0
51,43.03,2259.27,0,,,,,C3508,0,3
14,79.21,1064.75,0,,,,,C3509,1,0
22,98.02,2198.07,0,,,,,C3510,0,0
9,72.4,686.3,0,,,,,C3511,0,0
0,77.26,12.41,0,,,,,C3512,0,0
28,110.01,3123.36,0,,,,,C3513,1,3
40,52.71,2066.71,1,,,,,C3514,0,2
3,55.3,212.61,1,,,,,C3515,1,2
0,78.22,21.64,1,,,,,C3516,1,2
3,94.62,319.45,0,,,,,C3517,0,0
45,23.46,1042.09,1,,,,,C3518,0,2
7,68.3,448.64,0,,,,,C3519,0,0
5,38.23,134.68,0,,,,,C3520,0,1
0,64.03,0.0,0,,,,,C3521,1,0
7,37.76,243.25,0,,,,,C3522,0,1
25,33.57,799.82,1,,,,,C3523,1,2
63,81.52,5204.19,0,,,,,C3524,0,3
7,65.29,496.77,0,,,,,C3525,0,0
5,85.09,484.36,0,,,,,C3526,0,0
43,54.35,2297.03,0,,,,,C3527,0,3
38,74.84,2881.9,0,,,,,C3528,0,3
7,85.8,568.21,0,,,,,C3529,1,0
1,92.62,64.81,0,,,,,C3530,1,0
72,83.49,6025.49,0,,,,,C3531,0,3
22,96.2,2142.34,0,,,,,C3532,0,0
52,34.33,1749.34,0,,,,,C3533,0,1
8,49.6,388.64,0,,,,,C3534,1,1
20,29.36,533.2,1,,,,,C3535,0,2
22,75.24,1669.43,0,,,,,C3536,0,0
41,70.04,2792.75,0,,,,,C3537,1,3
72,72.46,5237.67,0,,,,,C3538,1,3
2,78.61,193.62,0,,,,,C3539,1,0
19,56.63,1037.76,0,,,,,C3540,1,1
8,66.9,520.39,0,,,,,C3541,0,0
33,85.88,2821.29,0,,,,,C3542,1,3
28,69.47,1974.36,0,,,,,C3543,0,0
44,56.36,2410.49,0,,,,,C3544,1,3
8,70.62,491.5,0,,,,,C3545,1,0
4,77.35,286.1,0,,,,,C3546,0,0
0,28.51,148.18,0,,,,,C3547,0,1
5,77.45,427.92,1,,,,,C3548,0,2
9,23.49,263.4,0,,,,,C3549,0,1
58,77.03,4439.91,0,,,,,C3550,0,3
13,56.56,737.7,0,,,,,C3551,0,1
16,69.21,1115.08,1,,,,,C3552,0,2
42,83.44,3635.39,0,,,,,C3553,1,3
43,67.94,2927.88,0,,,,,C3554,0,3
15,76.34,1174.51,0,,,,,C3555,1,0
2,85.64,173.37,1,,,,,C3556,1,2
6,70.72,399.6,1,,,,,C3557,1,2
12,80.22,1010.94,0,,,,,C3558,0,0
27,38.99,1013.1,0,,,,,C3559,0,1
24,90.0,2170.72,0,,,,,C3560,1,0
20,56.59,1164.59,0,,,,,C3561,0,1
42,81.79,3379.25,0,,,,,C3562,0,3
32,62.38,2048.28,0,,,,,C3563,0,0
72,67.39,4925.0,0,,,,,C3564,0,3
43,30.51,1310.49,0,,,,,C3565,0,1
4,63.81,287.39,0,,,,,C3566,0,0
1,81.61,117.09,0,,,,,C3567,1,0
10,59.8,553.76,0,,,,,C3568,1,0
19,81.95,1644.7,1,,,,,C3569,0,2
20,75.26,1488.43,0,,,,,C3570,1,0
6,91.99,546.88,0,,,,,C3571,1,0
39,95.03,3720.88,0,,,,,C3572,0,3
7,70.39,517.57,0,,,,,C3573,0,0
50,88.41,4392.69,0,,,,,C3574,0,3
12,80.18,955.38,0,,,,,C3575,1,0
0,85.38,39.25,0,,,,,C3576,0,0
3,62.45,130.32,0,,,,,C3577,1,0
2,79.5,200.12,0,,,,,C3578,0,0
0,24.52,63.25,1,,,,,C3579,0,2
25,77.45,1925.06,0,,,,,C3580,1,0
4,65.73,294.33,1,,,,,C3581,1,2
36,94.7,3432.55,1,,,,,C3582,1,2
6,50.4,336.57,0,,,,,C3583,0,1
0,66.2,89.45,0,,,,,C3584,0,0
34,70.82,2322.38,0,,,,,C3585,0,3
12,90.93,1041.6,0,,,,,C3586,0,0
18,65.39,1120.11,0,,,,,C3587,0,0
8,81.64,597.11,1,,,,,C3588,1,2
0,37.67,6.92,0,,,,,C3589,1,1
9,103.9,933.35,0,,,,,C3590,1,0
14,18.25,263.4,0,,,,,C3591,0,1
0,66.82,0.0,0,,,,,C3592,1,0
17,21.6,341.63,0,,,,,C3593,0,1
44,111.55,4981.73,0,,,,,C3594,0,3
4,68.86,277.19,0,,,,,C3595,1,0
52,32.39,1700.51,0,,,,,C3596,0,1
2,106.11,242.86,0,,,,,C3597,0,0
34,82.8,2800.16,0,,,,,C3598,0,3
36,35.92,1259.31,0,,,,,C3599,1,1
5,57.46,283.19,0,,,,,C3600,0,0
63,73.96,4688.94,0,,,,,C3601,0,3
10,18.25,197.54,0,,,,,C3602,0,1
3,60.16,211.38,0,,,,,C3603,0,0
17,75.35,1245.09,0,,,,,C3604,0,0
72,74.7,5393.17,0,,,,,C3605,1,3
45,64.12,2916.76,0,,,,,C3606,0,3
6,60.36,353.58,0,,,,,C3607,0,0
17,62.32,1019.15,0,,,,,C3608,0,0
2,77.13,208.53,0,,,,,C3609,0,0
12,95.08,1094.97,1,,,,,C3610,0,2
14,70.52,1055.79,0,,,,,C3611,0,0
7,86.41,603.33,0,,,,,C3612,1,0
13,102.35,1284.94,0,,,,,C3613,0,0
50,28.41,1402.14,0,,,,,C3614,1,1
13,86.49,1071.49,1,,,,,C3615,0,2
35,80.73,2724.44,0,,,,,C3616,1,3
7,68.56,404.88,1,,,,,C3617,0,2
71,73.5,5164.82,0,,,,,C3618,1,3
1,82.47,204.07,0,,,,,C3619,0,0
17,30.53,535.81,0,,,,,C3620,0,1
31,78.94,2413.4,0,,,,,C3621,0,3
33,95.48,3240.14,0,,,,,C3622,0,3
4,95.3,322.38,0,,,,,C3623,0,0
10,77.71,803.58,0,,,,,C3624,0,0
19,102.94,1940.17,0,,,,,C3625,0,0
7,87.4,617.14,1,,,,,C3626,0,2
21,35.22,730.28,0,,,,,C3627,0,1
9,84.46,750.27,0,,,,,C3628,1,0
8,109.72,819.07,0,,,,,C3629,1,0
2,39.15,126.12,0,,,,,C3630,1,1
0,98.39,0.0,0,,,,,C3631,1,0
36,89.79,3225.94,0,,,,,C3632,0,3
13,69.43,884.03,0,,,,,C3633,0,0
16,94.45,1526.7,0,,,,,C3634,1,0
9,81.01,659.91,0,,,,,C3635,1,0
2,69.49,155.58,0,,,,,C3636,0,0
11,62.31,638.81,0,,,,,C3637,0,0
5,35.35,120.98,0,,,,,C3638,1,1
36,84.97,2969.97,0,,,,,C3639,1,3
72,90.43,6572.62,0,,,,,C3640,0,3
43,27.41,1174.97,1,,,,,C3641,0,2
15,24.48,422.72,0,,,,,C3642,0,1
19,79.5,1521.07,0,,,,,C3643,0,0
59,18.99,1122.56,0,,,,,C3644,1,1
15,35.63,543.88,0,,,,,C3645,0,1
20,36.4,702.73,0,,,,,C3646,0,1
19,73.81,1491.03,0,,,,,C3647,0,0
24,80.23,1962.97,0,,,,,C3648,0,0
20,77.21,1545.21,1,,,,,C3649,0,2
22,39.41,864.83,0,,,,,C3650,0,1
25,21.86,613.35,0,,,,,C3651,0,1
33,97.84,3175.57,0,,,,,C3652,0,3
10,87.81,995.32,0,,,,,C3653,0,0
27,74.76,2026.85,0,,,,,C3654,1,0
2,70.26,244.89,1,,,,,C3655,0,2
41,87.5,3696.21,0,,,,,C3656,0,3
6,37.83,230.16,0,,,,,C3657,0,1
10,81.55,782.63,0,,,,,C3658,1,0
32,79.8,2543.62,0,,,,,C3659,1,3
20,25.19,426.82,1,,,,,C3660,0,2
7,79.38,553.03,0,,,,,C3661,1,0
5,21.79,128.39,0,,,,,C3662,1,1
63,93.01,5890.02,0,,,,,C3663,0,3
1,80.75,84.87,0,,,,,C3664,1,0
0,80.89,79.31,0,,,,,C3665,1,0
22,61.75,1284.39,0,,,,,C3666,0,0
19,96.57,1845.64,0,,,,,C3667,1,0
26,61.86,1668.18,0,,,,,C3668,1,0
26,77.22,2069.65,1,,,,,C3669,0,2
39,85.14,3420.6,0,,,,,C3670,1,3
51,84.44,4333.98,0,,,,,C3671,1,3
29,87.3,2510.19,0,,,,,C3672,0,3
5,69.59,388.15,0,,,,,C3673,1,0
12,85.97,975.12,1,,,,,C3674,1,2
20,26.23,512.44,0,,,,,C3675,0,1
15,89.2,1325.48,0,,,,,C3676,0,0
3,65.37,198.55,0,,,,,C3677,0,0
17,84.1,1390.39,0,,,,,C3678,0,0
43,84.26,3650.2,0,,,,,C3679,0,3
10,25.38,217.52,0,,,,,C3680,1,1
22,82.09,1864.47,1,,,,,C3681,0,2
19,34.77,634.83,0,,,,,C3682,0,1
9,57.47,545.71,1,,,,,C3683,0,2
16,81.13,1393.1,0,,,,,C3684,0,0
4,68.74,282.3,0,,,,,C3685,1,0
15,65.83,1070.68,0,,,,,C3686,1,0
32,65.29,2096.93,0,,,,,C3687,1,0
28,107.75,3087.57,0,,,,,C3688,1,3
8,33.29,328.2,1,,,,,C3689,1,2
2,49.25,107.71,1,,,,,C3690,0,2
32,79.53,2535.21,1,,,,,C3691,0,2
6,32.99,191.72,0,,,,,C3692,0,1
1,83.31,71.81,1,,,,,C3693,1,2
11,66.63,687.63,0,,,,,C3694,0,0
26,86.69,2273.69,0,,,,,C3695,1,0
33,85.38,2741.18,0,,,,,C3696,0,3
72,30.44,2253.11,0,,,,,C3697,0,3
4,64.74,294.88,0,,,,,C3698,1,0
6,36.11,236.0,0,,,,,C3699,0,1
18,57.32,1050.78,1,,,,,C3700,0,2
33,100.35,3214.51,0,,,,,C3701,1,3
5,83.08,403.31,0,,,,,C3702,1,0
10,79.82,817.42,1,,,,,C3703,1,2
10,69.74,802.73,0,,,,,C3704,1,0
29,18.25,580.95,1,,,,,C3705,1,2
5,92.27,450.73,0,,,,,C3706,1,0
69,65.88,4449.07,0,,,,,C3707,1,3
14,95.36,1368.67,0,,,,,C3708,1,0
6,71.74,436.56,0,,,,,C3709,0,0
6,76.34,484.7,0,,,,,C3710,0,0
0,68.29,50.66,0,,,,,C3711,0,0
23,91.89,2146.76,0,,,,,C3712,0,0
29,83.7,2425.14,1,,,,,C3713,0,2
0,34.43,64.89,0,,,,,C3714,0,1
17,82.07,1325.84,0,,,,,C3715,1,0
30,31.83,927.6,0,,,,,C3716,1,1
9,36.0,367.19,0,,,,,C3717,0,1
11,68.13,764.38,0,,,,,C3718,0,0
8,71.41,435.93,1,,,,,C3719,0,2
7,61.51,318.98,0,,,,,C3720,1,0
13,38.66,513.74,0,,,,,C3721,0,1
3,73.69,153.18,0,,,,,C3722,0,0
11,83.95,912.54,0,,,,,C3723,1,0
56,37.54,2093.39,0,,,,,C3724,0,3
0,87.75,0.0,0,,,,,C3725,1,0
3,87.86,232.01,0,,,,,C3726,1,0
30,71.04,2104.01,0,,,,,C3727,0,0
2,68.35,124.64,0,,,,,C3728,1,0
6,89.54,481.9,0,,,,,C3729,0,0
12,74.76,824.49,0,,,,,C3730,1,0
57,72.71,4232.17,0,,,,,C3731,0,3
4,37.73,162.45,1,,,,,C3732,1,2
51,70.28,3615.86,0,,,,,C3733,1,3
25,50.32,1179.3,0,,,,,C3734,1,1
22,93.63,1991.27,0,,,,,C3735,1,0
25,83.65,2042.75,1,,,,,C3736,1,2
0,79.64,0.0,1,,,,,C3737,1,2
2,30.46,0.0,1,,,,,C3738,1,2
8,82.84,618.94,0,,,,,C3739,1,0
1,102.55,100.75,0,,,,,C3740,0,0
72,90.69,6482.14,0,,,,,C3741,0,3
17,78.13,1414.29,0,,,,,C3742,0,0
13,34.18,425.97,0,,,,,C3743,1,1
30,93.14,2804.27,0,,,,,C3744,1,3
72,33.71,2464.72,0,,,,,C3745,1,3
62,114.01,7072.83,0,,,,,C3746,0,3
31,62.68,2031.11,0,,,,,C3747,1,0
9,76.64,661.51,0,,,,,C3748,1,0
1,101.63,95.63,1,,,,,C3749,1,2
2,86.17,183.97,0,,,,,C3750,0,0
0,76.28,0.0,0,,,,,C3751,0,0
0,74.46,0.0,0,,,,,C3752,0,0
55,53.11,2849.33,0,,,,,C3753,1,3
52,100.35,5250.74,0,,,,,C3754,1,3
22,20.59,351.14,0,,,,,C3755,0,1
25,62.9,1636.73,0,,,,,C3756,0,0
14,73.8,1007.36,0,,,,,C3757,0,0
5,53.8,260.37,1,,,,,C3758,0,2
49,92.49,4407.95,0,,,,,C3759,0,3
6,104.93,643.93,0,,,,,C3760,1,0
26,92.94,2491.94,0,,,,,C3761,0,0
5,32.48,106.23,1,,,,,C3762,0,2
40,31.68,1262.99,0,,,,,C3763,1,1
21,90.27,2002.41,0,,,,,C3764,0,0
20,81.77,1593.13,1,,,,,C3765,1,2
2,69.03,165.45,1,,,,,C3766,1,2
10,72.0,777.14,1,,,,,C3767,0,2
14,68.68,1046.68,0,,,,,C3768,1,0
6,67.51,334.17,0,,,,,C3769,1,0
42,37.97,1667.99,1,,,,,C3770,1,2
36,29.23,930.13,0,,,,,C3771,0,1
13,33.8,411.0,0,,,,,C3772,1,1
8,76.33,606.25,0,,,,,C3773,0,0
32,81.35,2603.49,0,,,,,C3774,0,3
4,93.26,269.92,1,,,,,C3775,1,2
1,18.25,0.0,0,,,,,C3776,0,1
0,100.53,0.0,0,,,,,C3777,1,0
0,77.19,0.0,1,,,,,C3778,1,2
13,90.86,1245.33,0,,,,,C3779,0,0
5,91.55,444.52,0,,,,,C3780,1,0
23,87.99,2076.12,0,,,,,C3781,1,0
21,73.76,1520.73,0,,,,,C3782,0,0
15,83.54,1290.49,0,,,,,C3783,0,0
8,46.0,340.18,0,,,,,C3784,1,1
38,64.92,2431.42,0,,,,,C3785,0,3
24,85.6,2073.84,0,,,,,C3786,0,0
6,73.85,417.55,0,,,,,C3787,1,0
13,71.12,845.17,0,,,,,C3788,0,0
3,31.75,134.61,0,,,,,C3789,0,1
7,29.36,217.29,0,,,,,C3790,1,1
72,79.13,5705.76,0,,,,,C3791,0,3
5,56.66,322.94,0,,,,,C3792,1,0
23,68.19,1566.58,0,,,,,C3793,0,0
5,36.01,67.88,0,,,,,C3794,0,1
55,78.06,4338.98,1,,,,,C3795,0,3
7,76.43,644.35,0,,,,,C3796,0,0
8,65.78,517.59,0,,,,,C3797,1,0
18,81.41,1373.02,0,,,,,C3798,0,0
17,86.21,1527.01,1,,,,,C3799,0,2
17,61.92,1035.93,0,,,,,C3800,0,0
17,88.18,1553.29,0,,,,,C3801,0,0
7,89.99,618.44,0,,,,,C3802,1,0
11,39.11,415.96,0,,,,,C3803,0,1
18,93.83,1600.77,0,,,,,C3804,1,0
22,88.5,1920.27,0,,,,,C3805,0,0
5,68.85,271.27,0,,,,,C3806,0,0
24,61.1,1441.05,0,,,,,C3807,0,0
51,18.25,965.62,0,,,,,C3808,0,1
28,92.79,2562.0,0,,,,,C3809,0,3
1,83.67,34.74,0,,,,,C3810,1,0
12,92.59,1100.96,0,,,,,C3811,0,0
11,23.14,253.98,0,,,,,C3812,0,1
8,61.88,439.08,0,,,,,C3813,0,0
13,92.26,1104.35,1,,,,,C3814,0,2
11,96.13,998.26,0,,,,,C3815,1,0
0,58.1,26.05,1,,,,,C3816,1,2
5,33.52,181.41,0,,,,,C3817,0,1
4,36.16,199.75,1,,,,,C3818,1,2
8,86.45,787.69,0,,,,,C3819,0,0
3,75.4,333.99,0,,,,,C3820,1,0
1,61.87,30.64,0,,,,,C3821,0,0
4,110.05,427.67,0,,,,,C3822,1,0
38,90.67,3465.37,0,,,,,C3823,1,3
31,95.71,2937.06,0,,,,,C3824,0,3
11,64.99,710.99,0,,,,,C3825,1,0
42,88.95,3679.9,0,,,,,C3826,0,3
5,65.24,348.63,0,,,,,C3827,0,0
17,82.85,1401.82,0,,,,,C3828,0,0
3,69.27,185.48,0,,,,,C3829,0,0
35,101.42,3593.5,0,,,,,C3830,0,3
2,34.07,0.0,0,,,,,C3831,0,1
0,58.11,8.61,0,,,,,C3832,0,0
6,89.62,550.28,1,,,,,C3833,1,2
46,92.2,4197.54,0,,,,,C3834,0,3
2,35.27,0.0,0,,,,,C3835,1,1
8,73.05,573.44,0,,,,,C3836,0,0
7,78.12,568.67,0,,,,,C3837,0,0
32,59.64,1935.0,0,,,,,C3838,0,0
10,29.09,274.03,0,,,,,C3839,0,1
18,24.56,515.5,0,,,,,C3840,1,1
10,79.81,915.36,0,,,,,C3841,0,0
16,78.95,1353.64,0,,,,,C3842,0,0
1,86.27,43.12,0,,,,,C3843,0,0
9,73.47,595.87,0,,,,,C3844,1,0
38,81.76,3086.08,0,,,,,C3845,0,3
23,32.52,755.66,1,,,,,C3846,0,2
72,43.26,3080.91,0,,,,,C3847,0,3
31,84.7,2573.78,0,,,,,C3848,0,3
12,77.49,1013.79,0,,,,,C3849,0,0
22,79.44,1830.96,0,,,,,C3850,0,0
29,73.33,2138.05,0,,,,,C3851,0,0
6,84.04,607.84,0,,,,,C3852,1,0
1,101.84,66.3,0,,,,,C3853,1,0
10,60.18,628.7,0,,,,,C3854,0,0
3,35.55,143.04,0,,,,,C3855,0,1
6,18.25,141.15,0,,,,,C3856,0,1
58,85.59,4967.19,0,,,,,C3857,0,3
37,97.76,3605.79,0,,,,,C3858,1,3
17,88.17,1481.5,0,,,,,C3859,1,0
10,89.61,876.63,0,,,,,C3860,1,0
6,26.49,231.96,0,,,,,C3861,0,1
16,87.97,1386.77,1,,,,,C3862,0,2
15,87.99,1325.24,0,,,,,C3863,1,0
30,79.18,2373.97,0,,,,,C3864,0,3
52,81.97,4272.1,0,,,,,C3865,0,3
7,71.02,533.43,1,,,,,C3866,0,2
4,89.03,396.52,0,,,,,C3867,0,0
10,83.61,903.17,0,,,,,C3868,1,0
11,71.23,778.76,0,,,,,C3869,0,0
0,94.56,0.0,0,,,,,C3870,1,0
39,37.72,1463.12,0,,,,,C3871,0,1
72,84.63,6156.06,0,,,,,C3872,0,3
51,103.65,5196.84,0,,,,,C3873,0,3
39,79.66,3113.55,0,,,,,C3874,1,3
72,96.17,6907.16,0,,,,,C3875,1,3
47,72.48,3377.85,0,,,,,C3876,0,3
23,45.81,1006.59,0,,,,,C3877,0,1
3,84.1,179.66,0,,,,,C3878,1,0
3,78.87,269.85,0,,,,,C3879,1,0
1,61.13,96.54,0,,,,,C3880,0,0
10,84.47,840.09,0,,,,,C3881,1,0
33,90.9,2926.52,0,,,,,C3882,0,3
